prompt_structure,context_mode,choice_format,choice_order,scoring_target,length_normalize,image_size,enable_image_augmentation,brightness_jitter,slight_rotation_deg,include_metadata_in_prompt,metadata_fields,question_label,choices_label,answer_prefix_text,instruction_prefix,ablation_id,n_examples,accuracy,percent_correct,mean_confidence_margin,std_confidence_margin,prediction_distribution
question_first,hint_lecture,letter_dot,original,letter,True,,False,0.0,0.0,False,"['subject', 'grade', 'topic']",Question:,Choices:,Answer:,,nongenB_001,12,0.4166666666666667,41.66666666666667,2.3776041666666665,0.38219195736475875,{0: 1.0}
question_first,hint_lecture,letter_dot,original,letter,True,,False,0.0,0.0,False,"['subject', 'topic']",Question:,Choices:,Answer:,,nongenB_002,12,0.4166666666666667,41.66666666666667,2.3776041666666665,0.38219195736475875,{0: 1.0}
question_first,hint_lecture,letter_dot,original,letter,True,,False,0.0,0.0,True,"['subject', 'grade', 'topic']",Question:,Choices:,Answer:,,nongenB_003,12,0.4166666666666667,41.66666666666667,3.3072916666666665,0.35236213074130934,{0: 1.0}
question_first,hint_lecture,letter_dot,original,letter,True,,False,0.0,0.0,True,"['subject', 'topic']",Question:,Choices:,Answer:,,nongenB_004,12,0.4166666666666667,41.66666666666667,2.890625,0.38727732177127716,{0: 1.0}
question_first,hint_lecture,letter_dot,original,letter,True,336.0,False,0.0,0.0,False,"['subject', 'grade', 'topic']",Question:,Choices:,Answer:,,nongenB_005,12,0.4166666666666667,41.66666666666667,2.4817708333333335,0.40211402894490705,{0: 1.0}
question_first,hint_lecture,letter_dot,original,letter,True,336.0,False,0.0,0.0,False,"['subject', 'topic']",Question:,Choices:,Answer:,,nongenB_006,12,0.4166666666666667,41.66666666666667,2.4817708333333335,0.40211402894490705,{0: 1.0}
question_first,hint_lecture,letter_dot,original,letter,True,336.0,False,0.0,0.0,True,"['subject', 'grade', 'topic']",Question:,Choices:,Answer:,,nongenB_007,12,0.4166666666666667,41.66666666666667,3.2630208333333335,0.34621707813302943,{0: 1.0}
question_first,hint_lecture,letter_dot,original,letter,True,336.0,False,0.0,0.0,True,"['subject', 'topic']",Question:,Choices:,Answer:,,nongenB_008,12,0.4166666666666667,41.66666666666667,2.8333333333333335,0.3765880725526087,{0: 1.0}
question_first,hint_lecture,letter_dot,original,letter,True,384.0,False,0.0,0.0,False,"['subject', 'grade', 'topic']",Question:,Choices:,Answer:,,nongenB_009,12,0.4166666666666667,41.66666666666667,2.4817708333333335,0.40211402894490705,{0: 1.0}
question_first,hint_lecture,letter_dot,original,letter,True,384.0,False,0.0,0.0,False,"['subject', 'topic']",Question:,Choices:,Answer:,,nongenB_010,12,0.4166666666666667,41.66666666666667,2.4817708333333335,0.40211402894490705,{0: 1.0}
question_first,hint_lecture,letter_dot,original,letter,True,384.0,False,0.0,0.0,True,"['subject', 'grade', 'topic']",Question:,Choices:,Answer:,,nongenB_011,12,0.4166666666666667,41.66666666666667,3.2630208333333335,0.34621707813302943,{0: 1.0}
question_first,hint_lecture,letter_dot,original,letter,True,384.0,False,0.0,0.0,True,"['subject', 'topic']",Question:,Choices:,Answer:,,nongenB_012,12,0.4166666666666667,41.66666666666667,2.8333333333333335,0.3765880725526087,{0: 1.0}
